Date, Open, High, Low, Close, Volume
03/15/22, 5490.00, 5500.00, 5256.02, 5450.00, 340
03/11/22, 5450.00, 5450.00, 5450.00, 5450.00, 20
03/10/22, 5500.00, 5500.00, 5450.00, 5450.00, 160
03/09/22, 5549.00, 5549.00, 5370.00, 5370.00, 1860
03/08/22, 5300.00, 5400.00, 5300.00, 5400.00, 260
03/03/22, 5511.00, 5545.00, 5500.00, 5540.00, 240
03/02/22, 5745.00, 5745.00, 5745.00, 5745.00, 40
03/01/22, 5450.00, 5550.00, 5400.00, 5500.00, 140
02/24/22, 5585.00, 5590.00, 5400.00, 5400.00, 280
02/23/22, 5510.01, 5600.00, 5510.00, 5600.00, 200
02/22/22, 5744.90, 5744.90, 5744.90, 5744.90, 20
02/21/22, 5750.00, 5785.00, 5650.00, 5751.00, 160
02/18/22, 5990.00, 5990.00, 5749.00, 5749.00, 100
02/17/22, 5700.00, 5700.00, 5400.01, 5650.00, 380
02/16/22, 5699.99, 5700.00, 5699.99, 5700.00, 60
02/11/22, 5650.00, 5650.00, 5600.10, 5600.10, 80
02/10/22, 5600.00, 5600.00, 5500.01, 5500.01, 40
02/09/22, 5650.00, 5650.00, 5600.00, 5650.00, 100
02/08/22, 5650.00, 5650.00, 5650.00, 5650.00, 20
02/04/22, 5650.00, 5650.00, 5650.00, 5650.00, 20
02/01/22, 5500.00, 5750.00, 5500.00, 5708.33, 420
01/28/22, 5500.00, 5600.00, 5500.00, 5600.00, 80
01/26/22, 5450.00, 5450.00, 5450.00, 5450.00, 20
01/21/22, 5500.00, 5500.00, 5450.00, 5450.00, 80
01/20/22, 5400.00, 5400.00, 5400.00, 5400.00, 80
01/18/22, 5499.96, 5500.00, 5499.96, 5500.00, 200
01/17/22, 5515.00, 5515.00, 5350.13, 5410.00, 320
01/14/22, 5499.99, 5525.00, 5400.00, 5524.25, 400
01/13/22, 5305.10, 5510.06, 5305.10, 5400.00, 100
01/12/22, 5512.05, 5512.05, 5510.06, 5510.06, 120
01/11/22, 5690.00, 5740.00, 5600.00, 5690.00, 120
01/06/22, 5520.67, 5550.00, 5505.40, 5550.00, 120
01/05/22, 5512.05, 5512.05, 5512.05, 5512.05, 20
12/31/21, 5425.00, 5829.00, 5425.00, 5725.49, 260
12/30/21, 5781.00, 5781.00, 5406.00, 5422.51, 100
12/29/21, 5780.00, 5780.00, 5406.00, 5450.00, 80
12/28/21, 5799.00, 5799.00, 5500.00, 5500.00, 80
12/27/21, 5400.00, 5400.00, 5400.00, 5400.00, 20
12/24/21, 5780.00, 5780.00, 5670.00, 5670.00, 60
12/22/21, 5792.00, 5792.00, 5380.00, 5585.00, 100
12/21/21, 5200.01, 5399.99, 5165.00, 5389.00, 320
12/17/21, 5450.00, 5450.00, 5450.00, 5450.00, 40
12/15/21, 5460.00, 5499.99, 5460.00, 5480.00, 40
12/14/21, 5439.99, 5440.00, 5439.99, 5440.00, 60
12/13/21, 5400.00, 5400.00, 5280.00, 5356.25, 240
12/10/21, 5689.99, 5689.99, 5689.99, 5689.99, 20
12/09/21, 5299.00, 5300.00, 5299.00, 5300.00, 60
12/08/21, 5300.00, 5300.00, 5250.00, 5250.00, 120
12/07/21, 5443.99, 5444.00, 5201.00, 5390.00, 500
12/06/21, 5360.00, 5360.00, 4948.75, 5225.50, 320
12/02/21, 5350.00, 5350.00, 5350.00, 5350.00, 20
12/01/21, 5474.99, 5675.00, 5465.00, 5521.54, 320
11/30/21, 5510.00, 5550.00, 5250.00, 5390.18, 560
11/29/21, 5580.00, 5580.00, 5500.00, 5500.02, 160
11/26/21, 5501.00, 5501.00, 5500.00, 5500.33, 60
11/25/21, 5602.00, 5602.00, 5601.99, 5602.00, 40
11/23/21, 5560.01, 5560.01, 5560.01, 5560.01, 20
11/22/21, 5700.00, 5700.00, 5700.00, 5700.00, 20
11/19/21, 5700.00, 5700.00, 5700.00, 5700.00, 20
11/16/21, 5700.00, 5700.00, 5700.00, 5700.00, 80
11/15/21, 5700.00, 5700.00, 5700.00, 5700.00, 40
11/12/21, 5685.10, 5799.99, 5685.06, 5700.00, 3140
11/11/21, 5700.01, 5798.99, 5685.06, 5685.06, 100
11/10/21, 5681.05, 5726.00, 5681.00, 5696.02, 80
11/09/21, 5700.01, 5725.01, 5700.00, 5725.00, 80
11/08/21, 5899.99, 5899.99, 5790.00, 5850.00, 60
11/05/21, 5999.99, 5999.99, 5776.00, 5870.00, 120
11/04/21, 5999.90, 5999.90, 5995.98, 5995.98, 160
11/03/21, 6000.00, 6000.00, 5855.00, 5855.02, 1020
11/02/21, 5998.11, 6000.00, 5998.11, 6000.00, 60
11/01/21, 5900.00, 5900.00, 5900.00, 5900.00, 20
10/29/21, 5800.00, 5800.00, 5800.00, 5800.00, 20
10/28/21, 5899.99, 5899.99, 5875.00, 5880.00, 80
10/22/21, 5720.00, 5720.00, 5720.00, 5720.00, 20
10/21/21, 5811.00, 5811.00, 5800.00, 5800.00, 100
10/20/21, 5800.11, 5800.11, 5775.01, 5775.01, 40
10/15/21, 5900.00, 5900.00, 5900.00, 5900.00, 60
10/14/21, 5889.43, 5900.00, 5850.00, 5850.00, 240
10/13/21, 5715.30, 5725.45, 5715.00, 5715.00, 60
10/12/21, 5625.00, 5799.99, 5625.00, 5780.00, 140
10/11/21, 5800.01, 5805.00, 5800.01, 5805.00, 60
10/08/21, 6150.00, 6200.00, 6000.00, 6001.50, 100
10/07/21, 5900.00, 5940.00, 5800.01, 5918.75, 220
10/06/21, 5610.01, 5900.00, 5610.01, 5900.00, 180
10/05/21, 5800.00, 5950.00, 5800.00, 5908.33, 960
10/01/21, 5994.30, 5995.00, 5910.00, 5910.00, 60
09/30/21, 5700.00, 6157.24, 5700.00, 6035.80, 420
09/29/21, 5895.00, 5895.00, 5726.00, 5727.67, 140
09/28/21, 5650.02, 5750.00, 5601.00, 5745.94, 360
09/27/21, 5725.00, 5775.00, 5725.00, 5762.50, 60
09/24/21, 5750.00, 5750.00, 5750.00, 5750.00, 80
09/22/21, 5810.00, 5885.00, 5766.00, 5800.00, 420
09/21/21, 5999.99, 6000.00, 5910.00, 5910.00, 320
09/20/21, 5949.99, 5949.99, 5805.01, 5805.01, 140
09/17/21, 5999.99, 5999.99, 5890.00, 5910.00, 120
09/16/21, 6180.95, 6180.95, 5987.00, 5987.00, 360
09/15/21, 6299.99, 6300.00, 6100.00, 6100.50, 380
09/14/21, 6311.00, 6349.99, 6055.00, 6155.01, 460
09/13/21, 6225.01, 6400.00, 6225.01, 6400.00, 420
09/10/21, 6125.01, 6400.00, 6125.01, 6353.20, 380
09/09/21, 6339.93, 6449.00, 6250.00, 6295.00, 740
09/08/21, 6100.00, 6300.00, 6100.00, 6164.50, 580
09/07/21, 5710.00, 6073.75, 5710.00, 6073.75, 1340
09/06/21, 5555.10, 5650.00, 5555.10, 5650.00, 60
09/03/21, 5625.00, 5630.01, 5625.00, 5630.01, 40
09/02/21, 5675.00, 5675.00, 5650.00, 5650.00, 100
09/01/21, 5750.00, 5750.00, 5650.00, 5650.00, 60
08/30/21, 5565.00, 5565.00, 5565.00, 5565.00, 20
08/27/21, 5610.00, 5649.00, 5600.00, 5600.00, 4160
08/26/21, 5650.07, 5650.07, 5650.00, 5650.00, 60
08/25/21, 5699.99, 5700.00, 5699.99, 5700.00, 60
08/24/21, 5700.00, 5700.00, 5681.00, 5700.00, 280
08/23/21, 5880.00, 5880.00, 5700.00, 5700.00, 620
08/20/21, 5680.00, 5698.99, 5600.00, 5637.83, 320
08/17/21, 5760.00, 5760.00, 5760.00, 5760.00, 40
08/16/21, 5760.01, 5760.01, 5760.01, 5760.01, 20
08/13/21, 5980.00, 5980.00, 5850.00, 5851.00, 140
08/12/21, 5900.00, 5900.00, 5850.00, 5850.00, 60
08/11/21, 5850.00, 5900.00, 5850.00, 5850.00, 280
08/10/21, 5989.00, 5989.00, 5985.00, 5985.00, 40
08/09/21, 6189.50, 6189.50, 6000.00, 6000.00, 40
08/06/21, 6000.00, 6000.00, 5950.00, 5955.00, 120
08/05/21, 6000.00, 6249.99, 5912.20, 5983.18, 260
08/04/21, 5999.99, 6088.00, 5999.00, 6050.00, 300
08/03/21, 5999.00, 5999.00, 5787.00, 5878.54, 300
08/02/21, 5998.99, 6000.00, 5900.00, 5910.00, 160
07/30/21, 5900.00, 5999.99, 5900.00, 5900.00, 160
07/29/21, 6000.00, 6090.00, 5915.00, 5927.00, 300
07/28/21, 5750.01, 6000.00, 5750.01, 5950.00, 120
07/27/21, 6000.00, 6000.00, 5960.00, 5961.00, 140
07/26/21, 5900.00, 5975.00, 5900.00, 5945.83, 480
07/23/21, 5880.00, 5980.00, 5880.00, 5960.00, 260
07/19/21, 5898.00, 5898.00, 5890.00, 5890.00, 40
07/16/21, 5820.00, 5900.00, 5820.00, 5900.00, 80
07/13/21, 6225.00, 6225.00, 5815.00, 5815.01, 140
07/12/21, 5875.00, 5875.00, 5875.00, 5875.00, 20
07/09/21, 5700.01, 6090.00, 5700.01, 6090.00, 40
07/08/21, 5830.00, 5990.00, 5800.00, 5990.00, 200
07/06/21, 5820.00, 5820.00, 5820.00, 5820.00, 20
07/01/21, 5898.00, 5898.00, 5895.00, 5895.00, 40
06/29/21, 5800.00, 5800.00, 5800.00, 5800.00, 20
06/28/21, 5799.00, 5800.00, 5789.00, 5794.75, 260
06/25/21, 5790.00, 5890.00, 5790.00, 5815.00, 340
06/24/21, 5750.00, 5775.00, 5750.00, 5760.00, 60
06/23/21, 5750.00, 5750.00, 5750.00, 5750.00, 120
06/22/21, 5750.00, 5760.00, 5740.00, 5760.00, 60
06/21/21, 5750.00, 5750.00, 5750.00, 5750.00, 40
06/18/21, 5750.00, 5780.00, 5750.00, 5750.00, 100
06/17/21, 5794.99, 5795.00, 5780.00, 5780.00, 100
06/16/21, 5799.99, 5800.00, 5725.00, 5750.00, 160
06/15/21, 5725.00, 5790.00, 5725.00, 5730.01, 80
06/14/21, 5801.00, 5801.00, 5780.00, 5799.00, 120
06/11/21, 5750.00, 5800.00, 5750.00, 5799.50, 180
06/10/21, 5895.99, 5895.99, 5750.00, 5800.00, 260
06/09/21, 5750.00, 5750.00, 5715.12, 5715.12, 60
06/08/21, 5700.00, 5800.00, 5700.00, 5776.19, 480
06/07/21, 5889.03, 5950.00, 5690.00, 5706.67, 1180
06/04/21, 5702.00, 5978.00, 5675.00, 5715.31, 420
06/03/21, 5600.00, 5700.00, 5600.00, 5688.84, 440
06/02/21, 5700.00, 5700.00, 5500.00, 5586.33, 1020
06/01/21, 5700.01, 5720.00, 5656.00, 5700.00, 660
05/31/21, 5680.00, 5750.00, 5650.00, 5682.50, 340
05/27/21, 5678.10, 5678.10, 5678.10, 5678.10, 20
05/26/21, 5700.00, 5749.99, 5650.00, 5745.00, 140
05/25/21, 5800.00, 5800.00, 5750.00, 5750.00, 140
05/24/21, 5898.00, 5898.00, 5750.00, 5760.75, 160
05/21/21, 5550.01, 5800.00, 5550.00, 5798.00, 3020
05/20/21, 5600.00, 5600.00, 5550.00, 5550.33, 340
05/19/21, 5550.00, 5551.00, 5520.01, 5550.00, 200
05/18/21, 5595.00, 5600.00, 5595.00, 5600.00, 280
05/17/21, 5679.98, 5679.98, 5599.99, 5600.00, 580
05/05/21, 5600.02, 5640.00, 5600.00, 5600.00, 160
05/04/21, 5699.99, 5699.99, 5600.00, 5610.00, 500
05/03/21, 5725.00, 5725.00, 5725.00, 5725.00, 20
04/30/21, 5740.00, 5740.00, 5735.00, 5738.50, 60
04/29/21, 5755.00, 5755.00, 5755.00, 5755.00, 40
04/28/21, 5900.00, 5900.00, 5755.00, 5765.00, 300
04/27/21, 5750.00, 5900.00, 5750.00, 5840.50, 480
04/26/21, 5798.99, 5798.99, 5700.00, 5750.00, 200
04/23/21, 5700.00, 5710.00, 5700.00, 5710.00, 60
04/22/21, 5710.00, 5710.00, 5707.00, 5708.50, 80
04/21/21, 5710.01, 5726.01, 5710.01, 5726.01, 40
04/20/21, 5819.99, 5819.99, 5799.89, 5800.00, 100
04/19/21, 5750.00, 5750.00, 5710.00, 5710.00, 60
04/16/21, 5760.00, 5835.00, 5760.00, 5766.82, 220
04/15/21, 5849.90, 5855.00, 5849.90, 5851.49, 220
04/14/21, 5850.00, 5855.00, 5810.00, 5810.00, 700
04/13/21, 5850.00, 5860.00, 5850.00, 5850.00, 720
04/12/21, 5849.00, 5855.00, 5820.00, 5820.00, 500
04/09/21, 5849.00, 5849.00, 5849.00, 5849.00, 20
04/08/21, 5850.00, 5850.00, 5800.00, 5800.00, 240
04/07/21, 5850.00, 5850.00, 5810.00, 5810.00, 100
04/06/21, 5850.00, 5850.00, 5850.00, 5850.00, 140
04/05/21, 5760.01, 5850.00, 5760.01, 5850.00, 140
04/02/21, 5900.00, 5900.00, 5900.00, 5900.00, 20
04/01/21, 5849.99, 5850.00, 5849.99, 5850.00, 140
03/31/21, 5850.00, 5850.00, 5849.90, 5849.90, 100
03/30/21, 5950.00, 5950.00, 5849.99, 5850.00, 620
03/29/21, 5838.10, 5850.00, 5838.10, 5847.50, 100
03/26/21, 5900.00, 5940.00, 5811.03, 5940.00, 160
03/25/21, 5950.00, 6000.00, 5950.00, 5997.50, 680
03/24/21, 5950.00, 5950.00, 5950.00, 5950.00, 60
03/22/21, 5988.99, 5988.99, 5948.45, 5948.45, 60
03/19/21, 6199.00, 6199.00, 5855.00, 5855.00, 160
03/18/21, 6000.00, 6199.00, 6000.00, 6000.00, 180
03/17/21, 5950.00, 5950.00, 5950.00, 5950.00, 60
03/16/21, 6000.00, 6000.00, 5900.00, 5900.00, 260
03/15/21, 6048.97, 6050.00, 6000.00, 6036.25, 220
03/12/21, 5750.00, 5750.00, 5700.00, 5750.00, 620
03/11/21, 5900.00, 5900.00, 5701.00, 5710.50, 120
03/10/21, 5950.00, 5950.00, 5900.00, 5948.00, 80
03/09/21, 6015.01, 6015.01, 5925.00, 5926.67, 180
03/08/21, 6075.00, 6100.00, 6075.00, 6090.00, 60
03/05/21, 6070.00, 6081.00, 6070.00, 6081.00, 40
03/04/21, 6099.00, 6100.00, 6099.00, 6100.00, 100
03/03/21, 6080.00, 6089.99, 6080.00, 6084.00, 160
03/02/21, 6100.00, 6101.00, 6100.00, 6101.00, 140
03/01/21, 6103.81, 6103.81, 6101.00, 6101.00, 60
02/26/21, 6110.01, 6199.00, 6100.00, 6126.67, 520
02/25/21, 6194.99, 6250.00, 6194.00, 6204.62, 880
